MotB,MotB,100.000,100,0.0
MotB,NZ_JAFBDN000000000.1_01393,100.000,100,0.0
MotB,AZEF00000000_00920,51.230,94,1.02e-82
MotB,AYZD00000000_00400,50.820,94,7.70e-82
MotB,AYZF00000000_00383,50.410,94,1.18e-81
MotB,AZEG00000000_00223,50.820,94,1.19e-81
MotB,AZFQ00000000_00429,50.394,99,4.80e-81
MotB,W.ghanensis_LMG_24286_00293,48.996,100,5.31e-81
MotB,W.fabaria_LMG_24289_01277,48.996,100,5.31e-81
MotB,AZEH00000000_00918,49.421,100,2.20e-79
MotB,JAAXPN000000000_01184,50.000,100,2.50e-79
MotB,BFFP01000000_02215,47.510,99,7.39e-75
MotB,AYYX00000000_01934,49.012,98,1.35e-73
MotB,AYYH00000000_01633,45.635,99,2.78e-72
MotB,AZDX00000000_01544,44.534,99,5.48e-70
MotB,JTJV00000000_01857,44.689,99,7.70e-68
MotB,AYYP00000000_01207,43.726,95,7.32e-67
MotB,AYZE00000000_00395,44.355,99,2.22e-66
MotB,AZFI00000000_00479,44.815,99,7.96e-66
MotB,AZEV00000000_00302,49.609,99,5.71e-65
MotB,AZGB00000000_00805,47.059,99,2.32e-62
MotB,AYYL00000000_01693,41.270,94,1.90e-61
MotB,AZDA00000000_01702,36.066,23,2.0
MotB,RKLX00000000_01489,32.258,23,3.7
MotB,JQBX00000000_01777,36.508,20,3.8
MotB,JXCT00000000_00821,24.390,32,4.0
MotB,JQBD00000000_00958,28.750,32,7.3
MotB,JQBP00000000_00866,25.333,57,7.9
MotB,MSSM00000000_01094,27.647,64,8.3
MotB,AZCT00000000_02045,27.647,64,8.9
MotB,AZDG00000000_01378,50.000,11,9.8
MotA,MotA,100.000,100,0.0
MotA,NZ_JAFBDN000000000.1_01394,100.000,100,0.0
MotA,AYZF00000000_00384,66.797,99,3.28e-120
MotA,AZEF00000000_00919,66.797,99,2.65e-117
MotA,AZEG00000000_00224,68.293,96,3.82e-117
MotA,AYZD00000000_00399,68.163,95,4.20e-116
MotA,AZEH00000000_00917,65.833,93,6.69e-114
MotA,AZFQ00000000_00428,64.463,94,2.41e-111
MotA,AYYH00000000_01632,60.311,100,1.52e-110
MotA,AZEV00000000_00303,60.236,99,4.21e-110
MotA,AZDX00000000_01545,60.700,100,1.55e-109
MotA,AYZE00000000_00394,62.097,96,7.93e-108
MotA,AZGB00000000_00806,60.408,95,7.35e-105
MotA,W.fabaria_LMG_24289_01278,60.081,96,9.30e-103
MotA,AYYX00000000_01933,61.224,95,8.42e-102
MotA,W.ghanensis_LMG_24286_00294,59.677,96,2.39e-101
MotA,AYYP00000000_01206,59.055,99,5.56e-101
MotA,JAAXPN000000000_01183,58.468,96,8.22e-101
MotA,BFFP01000000_02214,57.600,96,1.13e-95
MotA,AYYL00000000_01692,55.600,97,1.53e-93
MotA,AZFI00000000_00480,54.510,98,3.56e-93
MotA,JTJV00000000_01856,54.510,98,1.89e-86
MotA,AYYR00000000_03248,32.812,24,0.54
MotA,JABEKX000000000_02727,26.733,37,2.0
MotA,AZEQ00000000_01165,28.378,26,5.1
MotA,JQBD00000000_01049,32.432,28,6.2
MotA,JQBG01000000_02075,33.333,26,7.5
MotA,NZ_JAFBDN000000000.1_01206,32.184,33,8.3
MotA,BFFP01000000_00100,35.849,21,8.6
MotA,AZCZ00000000_01997,25.773,37,9.9
FlgB,FlgB,100.000,100,3.71e-86
FlgB,NZ_JAFBDN000000000.1_01395,100.000,100,3.71e-86
FlgB,AZEF00000000_00918,64.516,100,2.22e-53
FlgB,AYZF00000000_00385,65.323,100,1.46e-52
FlgB,AYZD00000000_00398,64.516,100,2.53e-52
FlgB,AZEG00000000_00225,62.097,100,5.60e-50
FlgB,BFFP01000000_01417,59.836,98,4.21e-46
FlgB,AZGB00000000_00807,60.484,100,1.12e-45
FlgB,W.ghanensis_LMG_24286_00295,58.065,100,2.26e-45
FlgB,W.fabaria_LMG_24289_01279,58.065,100,2.26e-45
FlgB,JAAXPN000000000_01182,57.258,100,2.99e-44
